Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,Remaining_Thickness_mm,Loss_Per_Year_mm,Estimated_Longevity_Years,cost
250,7.81,Stainless Steel,ASTM A106 Grade B,2500,0.2,4.22,8.43,107.94,20,Critical,-0.6200000000000001,0.4215,-1.470937129300119,3840
500,17.25,Fiberglass,API 5L X52,900,115.9,3.95,3.41,19.77,3,Moderate,13.84,1.1366666666666667,12.175953079178885,4550
1500,38.44,HDPE,API 5L X52,2500,84.5,19.2,7.43,19.33,15,Critical,31.009999999999998,0.4953333333333333,62.604306864064604,4922
1000,19.27,Carbon Steel,API 5L X65,1500,14.9,1.18,5.13,26.62,11,Critical,14.14,0.46636363636363637,30.319688109161795,2122
600,27.65,Carbon Steel,API 5L X52,1500,59.7,15.54,7.65,27.67,14,Critical,20.0,0.5464285714285715,36.60130718954248,3217
250,10.91,Fiberglass,ASTM A333 Grade 6,600,101.0,16.72,3.49,31.99,21,Moderate,7.42,0.1661904761904762,44.64756446991404,4756
250,8.36,Carbon Steel,API 5L X52,2500,13.4,0.78,2.6,31.1,14,Moderate,5.76,0.18571428571428572,31.015384615384612,2402
1200,39.82,PVC,API 5L X42,150,85.1,3.94,8.5,21.35,8,Critical,31.32,1.0625,29.47764705882353,3280
1200,29.76,HDPE,ASTM A333 Grade 6,1500,26.7,2.75,9.71,32.63,14,Critical,20.05,0.6935714285714286,28.908341915550977,2138
250,14.25,Fiberglass,ASTM A106 Grade B,600,78.3,8.49,4.82,33.82,11,Moderate,9.43,0.43818181818181823,21.5207468879668,3941
100,7.2,PVC,API 5L X52,300,56.0,4.52,2.54,35.28,11,Moderate,4.66,0.23090909090909092,20.181102362204722,4626
200,6.0,Carbon Steel,ASTM A333 Grade 6,2500,54.9,6.59,2.97,49.5,3,Moderate,3.03,0.9900000000000001,3.06060606060606,4675
150,7.85,Stainless Steel,API 5L X65,1500,80.3,13.23,4.91,62.55,13,Moderate,2.9399999999999995,0.3776923076923077,7.784114052953155,2259
200,6.59,Stainless Steel,API 5L X42,900,21.4,12.65,1.39,21.09,17,Normal,5.2,0.08176470588235293,63.59712230215828,2012
1500,23.28,PVC,API 5L X65,300,55.9,7.31,3.44,14.78,24,Moderate,19.84,0.14333333333333334,138.41860465116278,2462
200,8.95,Fiberglass,ASTM A106 Grade B,2500,-14.8,7.22,4.9,54.75,20,Moderate,4.049999999999999,0.24500000000000002,16.530612244897952,4010
500,23.11,Carbon Steel,API 5L X65,900,-25.8,0.55,7.04,30.46,19,Critical,16.07,0.3705263157894737,43.37073863636363,4656
250,7.67,Carbon Steel,ASTM A333 Grade 6,300,17.0,13.07,4.56,59.45,14,Moderate,3.1100000000000003,0.3257142857142857,9.548245614035089,2403
100,5.11,PVC,API 5L X42,300,29.8,9.35,8.54,167.12,12,Critical,-3.429999999999999,0.7116666666666666,-4.81967213114754,3003
150,5.98,Carbon Steel,ASTM A333 Grade 6,150,30.0,16.0,8.47,141.64,2,Critical,-2.49,4.235,-0.5879574970484062,4421
500,11.8,Stainless Steel,API 5L X42,1500,9.0,4.58,7.75,65.68,7,Critical,4.050000000000001,1.1071428571428572,3.658064516129033,4844
100,7.56,PVC,ASTM A106 Grade B,150,38.4,9.05,2.22,29.37,25,Moderate,5.34,0.0888,60.13513513513513,2136
250,12.07,HDPE,API 5L X52,600,5.4,2.33,9.2,76.22,17,Critical,2.870000000000001,0.5411764705882353,5.30326086956522,2486
400,15.86,Carbon Steel,ASTM A333 Grade 6,150,24.0,1.32,1.06,6.68,1,Normal,14.799999999999999,1.06,13.962264150943394,4706
150,5.86,PVC,ASTM A333 Grade 6,900,-9.0,1.97,4.22,72.01,7,Moderate,1.6400000000000006,0.6028571428571429,2.720379146919432,4428
250,10.98,Carbon Steel,API 5L X52,300,-13.0,8.3,5.05,45.99,23,Critical,5.930000000000001,0.21956521739130433,27.00792079207921,4148
1000,20.36,Stainless Steel,API 5L X42,600,73.4,9.77,5.07,24.9,20,Critical,15.29,0.2535,60.31558185404339,4132
300,9.5,Carbon Steel,API 5L X42,1500,63.9,1.68,1.77,18.63,20,Normal,7.73,0.0885,87.34463276836159,2328
250,11.93,Stainless Steel,ASTM A333 Grade 6,900,-1.5,13.99,9.05,75.86,1,Critical,2.879999999999999,9.05,0.3182320441988949,4963
100,6.48,Carbon Steel,ASTM A106 Grade B,1500,25.2,19.86,0.84,12.96,3,Normal,5.640000000000001,0.27999999999999997,20.142857142857146,2695
1500,32.42,Carbon Steel,ASTM A333 Grade 6,2500,52.5,14.33,0.35,1.08,9,Normal,32.07,0.03888888888888889,824.6571428571428,4553
50,5.91,Stainless Steel,ASTM A333 Grade 6,1500,69.5,12.51,2.88,48.73,3,Moderate,3.0300000000000002,0.96,3.1562500000000004,3411
1200,38.4,Carbon Steel,ASTM A106 Grade B,150,55.4,4.88,5.01,13.05,4,Critical,33.39,1.2525,26.65868263473054,4284
400,17.67,Stainless Steel,API 5L X65,1500,93.7,2.43,4.28,24.22,16,Moderate,13.39,0.2675,50.05607476635514,2377
1500,32.43,Carbon Steel,API 5L X42,1500,74.1,10.62,5.41,16.68,10,Critical,27.02,0.541,49.9445471349353,3062
50,5.77,HDPE,ASTM A106 Grade B,600,145.9,15.87,3.71,64.3,17,Moderate,2.0599999999999996,0.21823529411764706,9.439353099730457,3367
500,24.6,Fiberglass,ASTM A333 Grade 6,2500,112.2,3.86,4.95,20.12,20,Moderate,19.650000000000002,0.2475,79.3939393939394,2206
1000,17.02,Stainless Steel,API 5L X42,2500,59.2,12.76,4.63,27.2,12,Moderate,12.39,0.3858333333333333,32.11231101511879,2719
500,20.74,Fiberglass,API 5L X52,900,76.6,8.08,6.73,32.45,21,Critical,14.009999999999998,0.32047619047619047,43.716196136701335,4296
50,4.64,HDPE,ASTM A106 Grade B,300,43.9,10.26,6.19,133.41,12,Critical,-1.5500000000000007,0.5158333333333334,-3.0048465266558977,4802
100,7.34,Stainless Steel,API 5L X52,150,43.4,0.36,5.22,71.12,6,Critical,2.12,0.87,2.4367816091954024,3929
200,7.11,Stainless Steel,API 5L X42,900,82.3,19.23,9.02,126.86,8,Critical,-1.9099999999999993,1.1275,-1.6940133037694007,4523
150,8.14,HDPE,API 5L X52,900,49.4,13.53,1.68,20.64,18,Normal,6.460000000000001,0.09333333333333332,69.21428571428574,2335
500,20.14,Fiberglass,ASTM A333 Grade 6,2500,-41.4,14.99,7.22,35.85,4,Critical,12.920000000000002,1.805,7.157894736842106,2441
250,7.07,HDPE,API 5L X42,1500,83.0,0.67,4.25,60.11,11,Moderate,2.8200000000000003,0.38636363636363635,7.298823529411766,3506
1500,39.12,Fiberglass,API 5L X52,2500,40.7,2.54,7.87,20.12,5,Critical,31.249999999999996,1.574,19.85387547649301,4418
250,9.86,HDPE,API 5L X65,600,68.4,7.98,6.94,70.39,17,Critical,2.919999999999999,0.4082352941176471,7.15273775216138,3163
1500,29.64,Fiberglass,API 5L X42,600,9.4,1.29,8.14,27.46,8,Critical,21.5,1.0175,21.13022113022113,2993
1000,20.64,Fiberglass,API 5L X65,150,11.9,15.55,9.03,43.75,24,Critical,11.610000000000001,0.37625,30.85714285714286,2170
500,10.34,Stainless Steel,API 5L X52,300,84.0,6.19,9.71,93.91,20,Critical,0.629999999999999,0.48550000000000004,1.2976313079299668,4854
1500,44.48,Fiberglass,API 5L X52,1500,-29.6,13.89,0.34,0.76,16,Normal,44.13999999999999,0.02125,2077.1764705882347,4230
300,16.19,Stainless Steel,API 5L X42,300,7.5,5.6,3.21,19.83,22,Moderate,12.98,0.1459090909090909,88.95950155763241,4300
400,10.36,Fiberglass,API 5L X52,300,47.7,12.23,8.44,81.47,1,Critical,1.92,8.44,0.2274881516587678,4526
200,11.25,Carbon Steel,API 5L X65,150,49.9,14.66,0.79,7.02,21,Normal,10.46,0.03761904761904762,278.0506329113924,3744
1500,48.21,HDPE,API 5L X65,300,-7.8,11.53,4.54,9.42,2,Moderate,43.67,2.27,19.237885462555067,4617
500,24.71,Fiberglass,ASTM A106 Grade B,1500,117.0,15.95,3.69,14.93,13,Moderate,21.02,0.28384615384615386,74.05420054200542,2368
800,24.54,HDPE,API 5L X65,600,50.1,17.02,6.98,28.44,17,Critical,17.56,0.4105882352941177,42.76790830945558,2620
250,8.64,Carbon Steel,API 5L X52,1500,21.6,2.68,3.21,37.15,20,Moderate,5.430000000000001,0.1605,33.831775700934585,3668
800,28.92,Stainless Steel,API 5L X65,900,42.4,10.21,8.9,30.77,21,Critical,20.020000000000003,0.4238095238095238,47.23820224719102,2079
300,7.69,HDPE,API 5L X52,300,54.7,18.17,6.39,83.09,16,Critical,1.3000000000000007,0.399375,3.2550860719874826,2855
300,12.66,Fiberglass,ASTM A106 Grade B,1500,135.4,2.77,5.85,46.21,25,Critical,6.8100000000000005,0.23399999999999999,29.102564102564106,2172
150,7.37,HDPE,API 5L X65,300,24.0,17.39,5.32,72.18,16,Critical,2.05,0.3325,6.1654135338345855,3529
800,29.97,Carbon Steel,API 5L X65,150,29.2,0.68,8.88,29.63,6,Critical,21.089999999999996,1.4800000000000002,14.249999999999995,3715
250,6.91,Carbon Steel,API 5L X65,600,117.5,9.05,9.44,136.61,4,Critical,-2.5299999999999994,2.36,-1.0720338983050846,3011
1200,23.28,PVC,ASTM A333 Grade 6,900,-3.5,5.46,2.8,12.03,2,Moderate,20.48,1.4,14.62857142857143,4765
150,5.13,Stainless Steel,API 5L X52,300,70.6,4.04,4.43,86.35,16,Moderate,0.7000000000000002,0.276875,2.52821670428894,2442
800,28.48,Carbon Steel,API 5L X52,2500,73.0,5.76,1.51,5.3,19,Normal,26.97,0.07947368421052632,339.3576158940397,4121
100,6.36,Carbon Steel,API 5L X52,600,144.7,19.8,7.5,117.92,9,Critical,-1.1399999999999997,0.8333333333333334,-1.3679999999999997,4148
50,3.16,Carbon Steel,API 5L X65,600,40.4,12.22,5.14,162.66,1,Critical,-1.9799999999999995,5.14,-0.3852140077821011,4507
1000,24.52,HDPE,API 5L X52,300,42.2,19.14,5.62,22.92,13,Critical,18.9,0.43230769230769234,43.71886120996441,4099
500,11.99,PVC,API 5L X52,900,24.5,8.12,3.88,32.36,16,Moderate,8.11,0.2425,33.44329896907217,3245
100,5.28,Fiberglass,ASTM A333 Grade 6,1500,-15.4,7.52,0.93,17.61,5,Normal,4.3500000000000005,0.186,23.38709677419355,2934
300,10.97,PVC,API 5L X42,150,-42.6,11.52,4.7,42.84,16,Moderate,6.2700000000000005,0.29375,21.34468085106383,3787
1200,24.25,Carbon Steel,API 5L X42,300,59.6,2.35,5.71,23.55,19,Critical,18.54,0.3005263157894737,61.691768826619956,2699
150,5.58,PVC,API 5L X52,900,33.2,13.73,2.75,49.28,14,Moderate,2.83,0.19642857142857142,14.407272727272728,3987
1500,49.53,PVC,API 5L X65,150,11.1,15.18,0.31,0.63,7,Normal,49.22,0.04428571428571428,1111.4193548387098,2774
500,24.55,Fiberglass,ASTM A106 Grade B,900,-4.0,18.89,7.2,29.33,17,Critical,17.35,0.4235294117647059,40.96527777777778,3938
300,16.9,Fiberglass,API 5L X42,2500,102.6,5.02,8.27,48.93,3,Critical,8.629999999999999,2.7566666666666664,3.1305925030229744,4111
1200,39.48,Stainless Steel,ASTM A333 Grade 6,300,-48.4,18.95,7.62,19.3,15,Critical,31.859999999999996,0.508,62.71653543307086,3237
400,13.2,PVC,API 5L X42,2500,-18.2,17.05,7.78,58.94,2,Critical,5.419999999999999,3.89,1.3933161953727504,2792
800,23.08,Fiberglass,API 5L X65,900,52.5,10.44,4.15,17.98,23,Moderate,18.93,0.18043478260869567,104.91325301204819,3650
100,7.57,Carbon Steel,ASTM A333 Grade 6,2500,18.0,4.41,7.7,101.72,18,Critical,-0.1299999999999999,0.4277777777777778,-0.3038961038961036,4073
250,11.58,PVC,API 5L X65,600,32.0,1.09,1.9,16.41,7,Normal,9.68,0.2714285714285714,35.66315789473684,4079
50,4.12,Carbon Steel,ASTM A106 Grade B,600,-15.7,18.51,2.24,54.37,1,Moderate,1.88,2.24,0.8392857142857142,2563
50,3.71,HDPE,API 5L X52,300,-1.3,1.09,6.23,167.92,1,Critical,-2.5200000000000005,6.23,-0.40449438202247195,2510
200,11.79,PVC,ASTM A333 Grade 6,900,-24.3,19.29,6.49,55.05,3,Critical,5.299999999999999,2.1633333333333336,2.4499229583975337,3012
250,7.79,Carbon Steel,API 5L X65,1500,29.1,12.27,9.55,122.59,7,Critical,-1.7600000000000007,1.3642857142857143,-1.290052356020943,3232
1200,33.47,HDPE,ASTM A333 Grade 6,600,32.2,1.96,4.88,14.58,2,Moderate,28.59,2.44,11.717213114754099,3629
150,5.79,Fiberglass,API 5L X52,150,-1.8,12.67,2.89,49.91,16,Moderate,2.9,0.180625,16.055363321799305,4805
200,7.88,PVC,ASTM A333 Grade 6,150,-44.1,4.1,0.69,8.76,17,Normal,7.1899999999999995,0.04058823529411765,177.14492753623188,3053
500,23.77,Fiberglass,API 5L X65,1500,27.2,16.06,3.02,12.71,20,Moderate,20.75,0.151,137.41721854304637,3444
50,4.47,Fiberglass,ASTM A333 Grade 6,1500,-48.4,12.34,0.96,21.48,20,Normal,3.51,0.048,73.125,4348
1000,22.01,Carbon Steel,ASTM A333 Grade 6,900,9.0,1.63,1.29,5.86,14,Normal,20.720000000000002,0.09214285714285715,224.86821705426357,2534
1000,31.87,PVC,ASTM A106 Grade B,1500,68.6,11.36,7.71,24.19,20,Critical,24.16,0.3855,62.67185473411154,2764
1200,22.36,PVC,API 5L X52,600,-1.7,14.85,0.6,2.68,22,Normal,21.759999999999998,0.02727272727272727,797.8666666666667,3705
1500,27.94,Stainless Steel,ASTM A333 Grade 6,2500,12.6,8.04,5.84,20.9,8,Critical,22.1,0.73,30.27397260273973,2552
500,12.94,Carbon Steel,API 5L X42,900,92.1,14.83,4.63,35.78,6,Moderate,8.309999999999999,0.7716666666666666,10.76889848812095,4368
1200,26.41,Fiberglass,ASTM A106 Grade B,2500,-45.4,4.07,4.3,16.28,16,Moderate,22.11,0.26875,82.26976744186047,2236
1200,29.7,PVC,API 5L X65,2500,88.7,4.04,8.81,29.66,20,Critical,20.89,0.4405,47.42338251986379,3279
50,4.74,HDPE,ASTM A333 Grade 6,2500,76.4,8.88,9.94,209.7,23,Critical,-5.199999999999999,0.43217391304347824,-12.03219315895372,3186
200,10.82,HDPE,API 5L X65,300,47.0,10.63,0.19,1.76,3,Normal,10.63,0.06333333333333334,167.8421052631579,4522
600,27.32,HDPE,API 5L X52,600,51.3,12.75,0.2,0.73,8,Normal,27.12,0.025,1084.8,2591
500,18.36,Carbon Steel,API 5L X42,150,44.2,2.63,1.32,7.19,20,Normal,17.04,0.066,258.18181818181813,4687
250,11.54,HDPE,ASTM A106 Grade B,1500,110.5,2.58,5.89,51.04,1,Critical,5.6499999999999995,5.89,0.9592529711375212,3273
150,8.32,HDPE,ASTM A333 Grade 6,900,73.5,15.64,3.38,40.62,10,Moderate,4.94,0.33799999999999997,14.615384615384619,4310
100,6.31,PVC,ASTM A333 Grade 6,2500,29.2,3.95,0.65,10.3,10,Normal,5.659999999999999,0.065,87.07692307692307,2932
300,8.56,Fiberglass,API 5L X52,150,114.4,6.52,4.85,56.66,13,Moderate,3.710000000000001,0.37307692307692303,9.94432989690722,4429
50,4.45,PVC,API 5L X42,1500,55.6,3.31,1.91,42.92,5,Normal,2.54,0.382,6.649214659685864,2964
100,6.43,Stainless Steel,API 5L X52,2500,38.5,4.9,4.86,75.58,13,Moderate,1.5699999999999994,0.3738461538461539,4.1995884773662535,2330
100,4.31,Stainless Steel,API 5L X42,150,41.2,9.5,3.69,85.61,18,Moderate,0.6199999999999997,0.205,3.0243902439024377,2982
300,7.25,HDPE,API 5L X65,150,37.1,2.62,7.58,104.55,18,Critical,-0.33000000000000007,0.4211111111111111,-0.7836411609498682,4840
200,9.94,Carbon Steel,ASTM A333 Grade 6,900,45.4,3.75,1.49,14.99,4,Normal,8.45,0.3725,22.68456375838926,3549
150,7.81,HDPE,ASTM A106 Grade B,300,67.2,4.15,1.66,21.25,9,Normal,6.1499999999999995,0.18444444444444444,33.3433734939759,4687
1000,15.99,Carbon Steel,ASTM A106 Grade B,900,78.1,9.93,8.75,54.72,24,Critical,7.24,0.3645833333333333,19.858285714285717,2786
1200,22.08,PVC,API 5L X52,1500,6.1,3.22,7.37,33.38,17,Critical,14.709999999999997,0.4335294117647059,33.93080054274083,4566
1200,34.78,Carbon Steel,API 5L X65,1500,29.1,5.05,6.33,18.2,5,Critical,28.450000000000003,1.266,22.47235387045814,2166
600,16.99,Fiberglass,API 5L X52,300,15.1,8.26,8.26,48.62,8,Critical,8.729999999999999,1.0325,8.455205811138013,2466
250,7.3,HDPE,API 5L X42,2500,50.5,9.36,1.83,25.07,23,Normal,5.47,0.07956521739130436,68.74863387978141,2250
300,15.46,HDPE,ASTM A106 Grade B,150,-11.8,12.57,7.01,45.34,15,Critical,8.450000000000001,0.4673333333333333,18.081312410841658,2440
1200,33.99,Carbon Steel,API 5L X65,1500,113.4,17.06,5.68,16.71,5,Critical,28.310000000000002,1.136,24.920774647887328,3484
300,7.84,Stainless Steel,ASTM A106 Grade B,900,65.6,0.66,4.21,53.7,14,Moderate,3.63,0.3007142857142857,12.07125890736342,2371
1500,47.97,PVC,ASTM A106 Grade B,2500,-17.8,2.89,4.41,9.19,15,Moderate,43.56,0.294,148.16326530612247,4515
500,20.29,Stainless Steel,API 5L X65,300,5.0,15.01,9.06,44.65,23,Critical,11.229999999999999,0.3939130434782609,28.50883002207505,3996
1000,23.59,Carbon Steel,API 5L X42,900,23.0,5.08,3.46,14.67,23,Moderate,20.13,0.15043478260869564,133.8121387283237,3830
400,11.3,Carbon Steel,API 5L X42,300,41.5,11.66,2.21,19.56,23,Moderate,9.09,0.09608695652173913,94.60180995475113,3011
250,14.97,Carbon Steel,ASTM A106 Grade B,150,-17.1,10.0,4.73,31.6,21,Moderate,10.24,0.22523809523809527,45.4630021141649,2773
200,8.26,Stainless Steel,ASTM A106 Grade B,300,38.2,14.73,7.27,88.01,6,Critical,0.9900000000000002,1.2116666666666667,0.8170563961485559,4293
50,3.43,HDPE,ASTM A333 Grade 6,1500,6.9,8.99,0.14,4.08,22,Normal,3.29,0.006363636363636364,517.0,2823
50,5.01,Stainless Steel,ASTM A106 Grade B,1500,19.0,19.39,2.58,51.5,15,Moderate,2.4299999999999997,0.17200000000000001,14.127906976744184,2599
1000,26.39,Carbon Steel,ASTM A333 Grade 6,2500,17.3,14.12,0.19,0.72,25,Normal,26.2,0.0076,3447.3684210526317,3982
150,7.36,Fiberglass,ASTM A106 Grade B,2500,93.3,19.9,2.14,29.08,15,Moderate,5.220000000000001,0.14266666666666666,36.58878504672898,2026
150,8.92,Carbon Steel,API 5L X65,1500,45.3,17.74,1.08,12.11,2,Normal,7.84,0.54,14.518518518518517,4067
100,5.16,Carbon Steel,API 5L X65,600,77.7,16.22,8.21,159.11,14,Critical,-3.0500000000000007,0.5864285714285715,-5.200974421437272,3810
100,4.1,PVC,API 5L X52,900,52.0,12.02,8.56,208.78,21,Critical,-4.460000000000001,0.40761904761904766,-10.94158878504673,3536
300,15.08,PVC,API 5L X65,1500,26.8,11.1,6.99,46.35,8,Critical,8.09,0.87375,9.258941344778254,3218
300,12.3,Fiberglass,API 5L X42,900,-1.9,0.49,8.94,72.68,3,Critical,3.360000000000001,2.98,1.1275167785234903,2307
1500,25.42,Stainless Steel,API 5L X52,1500,12.3,4.53,0.27,1.06,4,Normal,25.150000000000002,0.0675,372.5925925925926,4177
1500,38.49,Carbon Steel,API 5L X52,1500,47.9,9.79,5.75,14.94,13,Critical,32.74,0.4423076923076923,74.0208695652174,4758
250,14.81,HDPE,ASTM A333 Grade 6,2500,70.8,7.22,9.39,63.4,19,Critical,5.42,0.4942105263157895,10.966986155484557,4641
100,4.26,Stainless Steel,API 5L X42,900,17.4,12.07,0.69,16.2,24,Normal,3.57,0.028749999999999998,124.17391304347827,3693
150,6.8,Stainless Steel,API 5L X52,900,-0.7,17.58,3.43,50.44,7,Moderate,3.3699999999999997,0.49000000000000005,6.877551020408162,4123
600,15.01,HDPE,API 5L X42,300,105.3,0.89,7.62,50.77,2,Critical,7.39,3.81,1.9396325459317585,3401
500,16.93,Fiberglass,API 5L X42,1500,56.6,3.99,9.35,55.23,1,Critical,7.58,9.35,0.8106951871657755,2179
200,8.15,Fiberglass,API 5L X42,150,-38.3,8.12,4.02,49.33,17,Moderate,4.130000000000001,0.2364705882352941,17.465174129353237,3261
200,11.54,Fiberglass,ASTM A106 Grade B,150,-18.6,9.17,5.72,49.57,12,Critical,5.819999999999999,0.4766666666666666,12.20979020979021,4382
1000,21.38,PVC,API 5L X42,600,23.1,14.04,8.89,41.58,6,Critical,12.489999999999998,1.4816666666666667,8.429696287964003,2400
100,7.35,Carbon Steel,API 5L X42,600,131.2,3.24,4.92,66.94,5,Moderate,2.4299999999999997,0.984,2.469512195121951,3322
1500,41.08,Fiberglass,API 5L X52,1500,16.6,9.56,2.27,5.53,14,Moderate,38.809999999999995,0.16214285714285714,239.35682819383257,3916
1200,36.4,HDPE,API 5L X52,150,33.2,4.56,2.09,5.74,21,Moderate,34.31,0.09952380952380951,344.7416267942584,2233
100,4.35,PVC,API 5L X52,1500,16.9,11.22,9.53,219.08,10,Critical,-5.18,0.953,-5.435466946484785,3239
250,7.87,Carbon Steel,API 5L X65,2500,8.1,1.97,7.41,94.16,16,Critical,0.45999999999999996,0.463125,0.9932523616734142,4797
800,24.15,Fiberglass,API 5L X42,900,-50.0,17.82,1.27,5.26,24,Normal,22.88,0.05291666666666667,432.3779527559055,3691
200,8.1,Fiberglass,ASTM A333 Grade 6,150,-19.2,2.78,4.34,53.58,1,Moderate,3.76,4.34,0.8663594470046083,2760
100,4.08,HDPE,ASTM A106 Grade B,2500,66.9,1.39,9.45,231.62,20,Critical,-5.369999999999999,0.4725,-11.365079365079364,2625
1500,23.13,HDPE,API 5L X65,900,147.0,16.41,9.63,41.63,22,Critical,13.499999999999998,0.43772727272727274,30.841121495327098,2822
800,14.72,Carbon Steel,ASTM A106 Grade B,1500,16.3,3.1,3.54,24.05,2,Moderate,11.18,1.77,6.31638418079096,4336
200,6.68,Fiberglass,API 5L X65,900,85.8,18.29,6.76,101.2,12,Critical,-0.08000000000000007,0.5633333333333334,-0.14201183431952674,3350
50,4.35,Fiberglass,API 5L X52,300,17.7,19.18,3.69,84.83,17,Moderate,0.6599999999999997,0.21705882352941175,3.040650406504064,2862
400,16.15,PVC,API 5L X65,600,89.6,3.36,6.01,37.21,3,Critical,10.139999999999999,2.0033333333333334,5.0615640599001654,4554
800,28.05,HDPE,API 5L X52,150,52.0,8.76,0.42,1.5,4,Normal,27.63,0.105,263.14285714285717,4818
1200,18.36,Fiberglass,API 5L X42,900,-2.2,16.53,6.54,35.62,21,Critical,11.82,0.31142857142857144,37.95412844036697,3218
100,5.83,Carbon Steel,ASTM A333 Grade 6,150,46.4,15.07,1.24,21.27,5,Normal,4.59,0.248,18.508064516129032,3250
1000,22.79,Fiberglass,API 5L X65,600,24.3,11.82,8.22,36.07,2,Critical,14.569999999999999,4.11,3.545012165450121,2392
300,12.24,Fiberglass,API 5L X42,300,24.6,9.53,4.75,38.81,20,Moderate,7.49,0.2375,31.536842105263162,4269
100,4.29,Fiberglass,ASTM A106 Grade B,600,142.7,14.33,4.17,97.2,17,Moderate,0.1200000000000001,0.24529411764705883,0.4892086330935256,2160
400,11.94,PVC,ASTM A333 Grade 6,300,11.7,15.29,1.67,13.99,12,Normal,10.27,0.13916666666666666,73.79640718562874,4965
200,7.19,Carbon Steel,ASTM A106 Grade B,300,11.7,1.68,3.99,55.49,7,Moderate,3.2,0.5700000000000001,5.614035087719298,4136
600,23.85,Fiberglass,ASTM A106 Grade B,2500,49.6,5.78,1.82,7.63,1,Normal,22.03,1.82,12.104395604395604,4223
1500,48.84,Fiberglass,API 5L X42,2500,52.1,3.51,9.8,20.07,23,Critical,39.040000000000006,0.42608695652173917,91.62448979591838,2301
250,9.25,Carbon Steel,ASTM A106 Grade B,300,74.2,3.69,2.64,28.54,6,Moderate,6.609999999999999,0.44,15.022727272727272,4920
600,29.46,PVC,ASTM A333 Grade 6,600,46.6,11.64,0.45,1.53,5,Normal,29.01,0.09,322.33333333333337,3797
500,11.26,Stainless Steel,API 5L X42,1500,77.9,14.86,8.67,77.0,14,Critical,2.59,0.6192857142857143,4.182237600922721,3241
200,12.0,PVC,API 5L X52,2500,1.0,6.49,8.78,73.17,17,Critical,3.2200000000000006,0.5164705882352941,6.234624145785878,2821
250,10.56,Carbon Steel,API 5L X42,150,116.2,7.59,4.16,39.39,24,Moderate,6.4,0.17333333333333334,36.92307692307693,4260
600,10.09,Stainless Steel,ASTM A333 Grade 6,300,-20.1,3.04,6.15,60.95,14,Critical,3.9399999999999995,0.43928571428571433,8.969105691056908,3858
200,10.57,Carbon Steel,API 5L X52,900,98.1,0.33,6.77,64.05,12,Critical,3.8000000000000007,0.5641666666666666,6.735598227474153,2638
1500,45.56,Fiberglass,ASTM A106 Grade B,600,138.5,15.72,8.79,19.29,4,Critical,36.77,2.1975,16.732650739476682,4413
250,8.27,Fiberglass,ASTM A106 Grade B,1500,38.7,3.44,8.04,97.22,17,Critical,0.23000000000000043,0.4729411764705882,0.4863184079601999,4660
1500,48.66,PVC,API 5L X52,150,-6.2,5.48,5.24,10.77,6,Critical,43.419999999999995,0.8733333333333334,49.71755725190839,2830
50,5.24,Fiberglass,API 5L X65,150,79.6,12.7,0.08,1.53,7,Normal,5.16,0.011428571428571429,451.5,3380
150,8.31,Carbon Steel,API 5L X42,900,-16.7,2.76,7.64,91.94,4,Critical,0.6700000000000008,1.91,0.35078534031413655,3715
250,9.37,PVC,ASTM A333 Grade 6,2500,54.6,7.99,8.96,95.62,16,Critical,0.40999999999999837,0.56,0.7321428571428542,2685
400,19.06,Fiberglass,ASTM A333 Grade 6,2500,63.1,2.78,2.18,11.44,23,Moderate,16.88,0.09478260869565218,178.09174311926603,3632
1000,22.01,Fiberglass,ASTM A333 Grade 6,300,12.7,9.65,8.81,40.03,15,Critical,13.200000000000001,0.5873333333333334,22.4744608399546,4133
1200,30.98,Fiberglass,API 5L X52,300,82.6,12.91,2.38,7.68,18,Moderate,28.6,0.1322222222222222,216.30252100840337,3612
1000,21.91,HDPE,API 5L X52,150,105.7,14.23,0.76,3.47,7,Normal,21.15,0.10857142857142857,194.80263157894737,4903
800,24.25,Carbon Steel,API 5L X52,150,-28.4,8.1,8.04,33.15,9,Critical,16.21,0.8933333333333332,18.145522388059707,2542
300,17.77,PVC,ASTM A333 Grade 6,600,74.0,12.62,5.54,31.18,9,Critical,12.23,0.6155555555555555,19.86823104693141,4451
800,30.5,Stainless Steel,API 5L X52,2500,60.4,9.08,3.44,11.28,23,Moderate,27.06,0.14956521739130435,180.92441860465115,4983
1500,47.92,Fiberglass,API 5L X52,600,63.2,1.66,7.53,15.71,17,Critical,40.39,0.4429411764705882,91.18592297476759,2339
600,29.21,PVC,API 5L X65,900,1.6,14.94,5.67,19.41,3,Critical,23.54,1.89,12.455026455026456,2406
100,4.31,HDPE,ASTM A106 Grade B,600,30.5,15.37,2.58,59.86,11,Moderate,1.7299999999999995,0.23454545454545456,7.37596899224806,3777
800,29.61,Fiberglass,ASTM A106 Grade B,2500,-7.2,5.57,9.94,33.57,11,Critical,19.67,0.9036363636363636,21.76760563380282,2490
250,7.35,PVC,API 5L X65,900,43.5,14.63,2.84,38.64,6,Moderate,4.51,0.47333333333333333,9.528169014084506,2949
